categoria,marca,modelo_2025,modelo_2026,valor_2025,valor_2024,valor_2023
A3,VOLKSWAGEN,BORA TRENDLINE 2.0 AUT.,BORA TRENDLINE 2.0 AUT.,"78,550","70,700","62,840"
A3,VOLKSWAGEN,BORA TRENDLINE AUT,BORA TRENDLINE AUT,"72,000","64,800","57,600"
A3,VOLKSWAGEN,BORA TRENDLINE MEC,BORA TRENDLINE MEC,"78,550","70,700","62,840"
A3,VOLKSWAGEN,BORA TRENDLINE TIP,BORA TRENDLINE TIP,"78,550","70,700","62,840"
A3,VOLKSWAGEN,CC 2.0T,CC 2.0T,"143,900","129,510","115,120"
A3,VOLKSWAGEN,CC DSG 1.8 TURBO,CC DSG 1.8 TURBO,"127,670","114,900","102,140"
A3,VOLKSWAGEN,CC DSG 2.0 TURBO,CC DSG 2.0 TURBO,"142,400","128,160","113,920"
A3,VOLKSWAGEN,CC HIGHLINE 1.8 T DSG,CC HIGHLINE 1.8 T DSG,"132,580","119,320","106,060"
A3,VOLKSWAGEN,CC HIGHLINE 1.8T,CC HIGHLINE 1.8T,"127,670","114,900","102,140"
A3,VOLKSWAGEN,CC HIGHLINE 2.0 T DSG,CC HIGHLINE 2.0 T DSG,"158,770","142,890","127,020"
A3,VOLKSWAGEN,CC HIGHLINE 2.0T,CC HIGHLINE 2.0T,"153,860","138,470","123,090"
A3,VOLKSWAGEN,CC TURBO 2.0 AUT.,CC TURBO 2.0 AUT.,"143,900","129,510","115,120"
A3,VOLKSWAGEN,ESCARABAJO,ESCARABAJO,"29,440","26,500","23,550"
A3,VOLKSWAGEN,ESCARABAJO OPEN AIR MEC.,ESCARABAJO OPEN AIR MEC.,"35,980","32,380","28,780"
A3,VOLKSWAGEN,FOX SPORT 1.6,FOX SPORT 1.6,"56,620","50,960","45,300"
A3,VOLKSWAGEN,FOX SPORTLINE,FOX SPORTLINE,"56,620","50,960","45,300"
A3,VOLKSWAGEN,FOX SPORTLINE 1.6,FOX SPORTLINE 1.6,"56,620","50,960","45,300"
A3,VOLKSWAGEN,GOL,GOL,"36,980","33,280","29,580"
A3,VOLKSWAGEN,GOL 1.6,GOL 1.6,"40,590","36,530","32,470"
A3,VOLKSWAGEN,GOL 1.6 MEC. 2P,GOL 1.6 MEC. 2P,"36,070","32,460","28,860"
A3,VOLKSWAGEN,GOL 1.6 MEC. 4P,GOL 1.6 MEC. 4P,"43,180","38,860","34,540"
A3,VOLKSWAGEN,GOL 1.8 MEC. 2P,GOL 1.8 MEC. 2P,"44,180","39,760","35,340"
A3,VOLKSWAGEN,GOL 1.8 MEC. 3P,GOL 1.8 MEC. 3P,"34,350","30,920","27,480"
A3,VOLKSWAGEN,GOL CITY,GOL CITY,"37,940","34,150","30,350"
A3,VOLKSWAGEN,GOL CITY 1.6,GOL CITY 1.6,"37,940","34,150","30,350"
A3,VOLKSWAGEN,GOL CLI,GOL CLI,"32,710","29,440","26,170"
A3,VOLKSWAGEN,GOL COMFORT,GOL COMFORT,"49,080","44,170","39,260"
A3,VOLKSWAGEN,GOL COMFORT 1.6,GOL COMFORT 1.6,"36,970","33,270","29,580"
A3,VOLKSWAGEN,GOL COMFORT ASG 1.6 AUT.,GOL COMFORT ASG 1.6 AUT.,"53,010","47,710","42,410"
A3,VOLKSWAGEN,GOL COMFORT ASG SEDAN 1.6 AUT.,GOL COMFORT ASG SEDAN 1.6 AUT.,"54,320","48,890","43,460"
A3,VOLKSWAGEN,GOL COMFORT HB AUT.,GOL COMFORT HB AUT.,"54,490","49,040","43,590"
A3,VOLKSWAGEN,GOL COMFORT SEDAN 1.6,GOL COMFORT SEDAN 1.6,"38,270","34,440","30,620"
A3,VOLKSWAGEN,GOL COMFORT SEDAN AUT.,GOL COMFORT SEDAN AUT.,"56,450","50,810","45,160"
A3,VOLKSWAGEN,GOL COMFORTLINE 1.8 4P,GOL COMFORTLINE 1.8 4P,"41,880","37,690","33,500"
A3,VOLKSWAGEN,GOL COMFORTLINE 1.8 5P,GOL COMFORTLINE 1.8 5P,"41,880","37,690","33,500"
A3,VOLKSWAGEN,GOL CONCEPT,GOL CONCEPT,"36,350","32,720","29,080"
A3,VOLKSWAGEN,GOL CONCEPT 1.6,GOL CONCEPT 1.6,"36,350","32,720","29,080"
A3,VOLKSWAGEN,GOL CONCEPT 1.8,GOL CONCEPT 1.8,"39,250","35,330","31,400"
A3,VOLKSWAGEN,GOL CONCEPT PLUS,GOL CONCEPT PLUS,"37,630","33,870","30,100"
A3,VOLKSWAGEN,GOL CONCEPT SEDAN 1.6,GOL CONCEPT SEDAN 1.6,"37,990","34,190","30,390"
A3,VOLKSWAGEN,GOL CONCEPTLINE 1.6,GOL CONCEPTLINE 1.6,"40,240","36,220","32,190"
A3,VOLKSWAGEN,GOL CONCEPTLINE 1.8,GOL CONCEPTLINE 1.8,"44,820","40,340","35,860"
A3,VOLKSWAGEN,GOL CONCEPTLINE 1.8 4P,GOL CONCEPTLINE 1.8 4P,"37,940","34,150","30,350"
A3,VOLKSWAGEN,GOL CONCEPTLINE 1.8 5P,GOL CONCEPTLINE 1.8 5P,"39,250","35,330","31,400"
A3,VOLKSWAGEN,GOL CONFORT 1.6,GOL CONFORT 1.6,"36,640","32,980","29,310"
A3,VOLKSWAGEN,GOL CONFORT SW 1.6,GOL CONFORT SW 1.6,"45,810","41,230","36,650"
A3,VOLKSWAGEN,GOL CONFORTLINE,GOL CONFORTLINE,"41,880","37,690","33,500"
A3,VOLKSWAGEN,GOL ESTILO,GOL ESTILO,"47,450","42,710","37,960"
A3,VOLKSWAGEN,GOL ESTILO 1.6,GOL ESTILO 1.6,"47,410","42,670","37,930"
A3,VOLKSWAGEN,GOL ESTILO 1.6 MEC,GOL ESTILO 1.6 MEC,"49,410","44,470","39,530"
A3,VOLKSWAGEN,GOL ESTILO 1.8,GOL ESTILO 1.8,"49,080","44,170","39,260"
A3,VOLKSWAGEN,GOL ESTILO ASG 1.6 AUT.,GOL ESTILO ASG 1.6 AUT.,"59,410","53,470","47,530"
A3,VOLKSWAGEN,GOL ESTILO ASG SEDAN 1.8 AUT.,GOL ESTILO ASG SEDAN 1.8 AUT.,"61,030","54,930","48,820"
A3,VOLKSWAGEN,GOL ESTILO HB AUT.,GOL ESTILO HB AUT.,"59,410","53,470","47,530"
A3,VOLKSWAGEN,GOL ESTILO SEDAN 1.6,GOL ESTILO SEDAN 1.6,"52,370","47,130","41,900"
A3,VOLKSWAGEN,GOL ESTILO SEDAN AUT.,GOL ESTILO SEDAN AUT.,"61,030","54,930","48,820"
A3,VOLKSWAGEN,GOL GLI,GOL GLI,"42,540","38,290","34,030"
A3,VOLKSWAGEN,GOL GP,GOL GP,"56,390","50,750","45,110"
A3,VOLKSWAGEN,GOL GP ESTILO 1.6 MEC,GOL GP ESTILO 1.6 MEC,"47,450","42,710","37,960"
A3,VOLKSWAGEN,GOL GP POWER 1.6 MEC,GOL GP POWER 1.6 MEC,"45,440","40,900","36,350"
A3,VOLKSWAGEN,GOL GTI,GOL GTI,"69,370","62,430","55,500"
A3,VOLKSWAGEN,GOL HATCHBACK GP POWER 1.6,GOL HATCHBACK GP POWER 1.6,"43,040","38,740","34,430"
A3,VOLKSWAGEN,GOL HIGHLINE,GOL HIGHLINE,"48,430","43,590","38,740"
A3,VOLKSWAGEN,GOL HIGHLINE 1.6,GOL HIGHLINE 1.6,"49,770","44,790","39,820"
A3,VOLKSWAGEN,GOL HIGHLINE 1.6 MEC,GOL HIGHLINE 1.6 MEC,"44,100","39,690","35,280"
A3,VOLKSWAGEN,GOL HIGHLINE 1.6 TIP,GOL HIGHLINE 1.6 TIP,"35,460","31,910","28,370"
A3,VOLKSWAGEN,GOL MEC. 4P,GOL MEC. 4P,"43,180","38,860","34,540"
A3,VOLKSWAGEN,GOL POWER,GOL POWER,"42,370","38,130","33,900"
A3,VOLKSWAGEN,GOL POWER 1.6,GOL POWER 1.6,"41,060","36,950","32,850"
A3,VOLKSWAGEN,GOL POWER 1.6 MEC,GOL POWER 1.6 MEC,"38,930","35,040","31,140"
A3,VOLKSWAGEN,GOL POWER 1.6 SEDAN,GOL POWER 1.6 SEDAN,"39,250","35,330","31,400"
A3,VOLKSWAGEN,GOL POWER 1.6 TIP,GOL POWER 1.6 TIP,"45,810","41,230","36,650"
A3,VOLKSWAGEN,GOL POWER 1.8,GOL POWER 1.8,"42,540","38,290","34,030"
A3,VOLKSWAGEN,GOL POWER ASG AUT. 1.6,GOL POWER ASG AUT. 1.6,"49,580","44,620","39,660"
A3,VOLKSWAGEN,GOL POWER ASG SEDAN 1.6 AUT.,GOL POWER ASG SEDAN 1.6 AUT.,"47,450","42,710","37,960"
A3,VOLKSWAGEN,GOL POWER HB AUT.,GOL POWER HB AUT.,"51,370","46,230","41,100"
A3,VOLKSWAGEN,GOL POWER SEDAN AUT.,GOL POWER SEDAN AUT.,"48,430","43,590","38,740"
A3,VOLKSWAGEN,GOL SEDAN,GOL SEDAN,"38,060","34,250","30,450"
A3,VOLKSWAGEN,GOL SEDAN COMFORT 1.6 MEC,GOL SEDAN COMFORT 1.6 MEC,"39,710","35,740","31,770"
A3,VOLKSWAGEN,GOL SEDAN CONCEPT,GOL SEDAN CONCEPT,"42,040","37,840","33,630"
A3,VOLKSWAGEN,GOL SEDAN CONCEPT 1.6 MEC,GOL SEDAN CONCEPT 1.6 MEC,"35,980","32,380","28,780"
A3,VOLKSWAGEN,GOL SEDAN CONCEPT PLUS,GOL SEDAN CONCEPT PLUS,"38,610","34,750","30,890"
A3,VOLKSWAGEN,GOL SEDAN GP COMFORT 1.6 MEC,GOL SEDAN GP COMFORT 1.6 MEC,"42,020","37,820","33,620"
A3,VOLKSWAGEN,GOL SEDAN GP POWER 1.6 AUTOMATIZADO,GOL SEDAN GP POWER 1.6 AUTOMATIZADO,"32,750","29,480","26,200"
A3,VOLKSWAGEN,GOL SEDAN GP POWER 1.6 MEC,GOL SEDAN GP POWER 1.6 MEC,"41,510","37,360","33,210"
A3,VOLKSWAGEN,GOL SEDAN HIGHLINE,GOL SEDAN HIGHLINE,"48,430","43,590","38,740"
A3,VOLKSWAGEN,GOL SEDAN HIGHLINE 1.6,GOL SEDAN HIGHLINE 1.6,"49,100","44,190","39,280"
A3,VOLKSWAGEN,GOL SEDAN HIGHLINE 1.6 MEC,GOL SEDAN HIGHLINE 1.6 MEC,"40,420","36,380","32,340"
A3,VOLKSWAGEN,GOL SEDAN HIGHLINE 1.6 TIP,GOL SEDAN HIGHLINE 1.6 TIP,"32,380","29,140","25,900"
A3,VOLKSWAGEN,GOL SEDAN HIGHLINE AT,GOL SEDAN HIGHLINE AT,"51,830","46,650","41,460"
A3,VOLKSWAGEN,GOL SEDAN HIGHLINE MT,GOL SEDAN HIGHLINE MT,"43,750","39,380","35,000"
A3,VOLKSWAGEN,GOL SEDAN POWER,GOL SEDAN POWER,"50,380","45,340","40,300"
A3,VOLKSWAGEN,GOL SEDAN POWER 1.6 AUTOMATIZADO,GOL SEDAN POWER 1.6 AUTOMATIZADO,"47,450","42,710","37,960"
A3,VOLKSWAGEN,GOL SEDAN POWER 1.6 MEC,GOL SEDAN POWER 1.6 MEC,"42,540","38,290","34,030"
A3,VOLKSWAGEN,GOL SEDAN POWER 1.6 TIP,GOL SEDAN POWER 1.6 TIP,"38,760","34,880","31,010"
A3,VOLKSWAGEN,GOL SPORT,GOL SPORT,"45,810","41,230","36,650"
A3,VOLKSWAGEN,GOL SPORT 1.8,GOL SPORT 1.8,"45,810","41,230","36,650"
A3,VOLKSWAGEN,GOL STATION 1.8 FULL,GOL STATION 1.8 FULL,"51,700","46,530","41,360"
A3,VOLKSWAGEN,GOL STATION COMFORTLINE,GOL STATION COMFORTLINE,"52,030","46,830","41,620"
A3,VOLKSWAGEN,GOL STATION COMFORTLINE (SW) 1.8,GOL STATION COMFORTLINE (SW) 1.8,"49,080","44,170","39,260"
A3,VOLKSWAGEN,GOL STATION COMFORTLINE 1.6,GOL STATION COMFORTLINE 1.6,"52,030","46,830","41,620"
A3,VOLKSWAGEN,GOL STATION CROSSOVER,GOL STATION CROSSOVER,"52,370","47,130","41,900"
A3,VOLKSWAGEN,GOL STATION CROSSOVER 1.6,GOL STATION CROSSOVER 1.6,"55,630","50,070","44,500"
A3,VOLKSWAGEN,GOL STATION CROSSOVER 1.8,GOL STATION CROSSOVER 1.8,"52,370","47,130","41,900"
A3,VOLKSWAGEN,GOL STATION POWER 1.6,GOL STATION POWER 1.6,"42,540","38,290","34,030"
A3,VOLKSWAGEN,GOL STATION POWER 1.6 + A.C.,GOL STATION POWER 1.6 + A.C.,"47,110","42,400","37,690"
A3,VOLKSWAGEN,GOL STATION POWER 1.6 AUT.,GOL STATION POWER 1.6 AUT.,"46,290","41,660","37,030"
A3,VOLKSWAGEN,GOL STATION POWER 1.8,GOL STATION POWER 1.8,"40,890","36,800","32,710"
A3,VOLKSWAGEN,GOL STATION TRENDLINE,GOL STATION TRENDLINE,"56,620","50,960","45,300"
A3,VOLKSWAGEN,GOL STATION TRENDLINE 1.8,GOL STATION TRENDLINE 1.8,"56,620","50,960","45,300"
A3,VOLKSWAGEN,GOL SW 1.6,GOL SW 1.6,"40,890","36,800","32,710"
A3,VOLKSWAGEN,GOLF CABRIO,GOLF CABRIO,"130,280","117,250","104,220"
A3,VOLKSWAGEN,GOLF CITY MEC.,GOLF CITY MEC.,"51,700","46,530","41,360"
A3,VOLKSWAGEN,GOLF CLI,GOLF CLI,"52,370","47,130","41,900"
A3,VOLKSWAGEN,GOLF COMFORTLINE AUT,GOLF COMFORTLINE AUT,"70,360","63,320","56,290"
A3,VOLKSWAGEN,GOLF COMFORTLINE MEC,GOLF COMFORTLINE MEC,"66,930","60,240","53,540"
A3,VOLKSWAGEN,GOLF CONCEPTLINE 1.6 AUT.,GOLF CONCEPTLINE 1.6 AUT.,"60,870","54,780","48,700"
A3,VOLKSWAGEN,GOLF CONCEPTLINE 1.6 MEC.,GOLF CONCEPTLINE 1.6 MEC.,"40,890","36,800","32,710"
A3,VOLKSWAGEN,GOLF GL,GOLF GL,"67,050","60,350","53,640"
A3,VOLKSWAGEN,GOLF GLI AUT.,GOLF GLI AUT.,"63,720","57,350","50,980"
A3,VOLKSWAGEN,GOLF GLI MEC.,GOLF GLI MEC.,"58,380","52,540","46,700"
A3,VOLKSWAGEN,GOLF GLX,GOLF GLX,"72,000","64,800","57,600"
A3,VOLKSWAGEN,GOLF GTI,GOLF GTI,"72,000","64,800","57,600"
A3,VOLKSWAGEN,GOLF GTI 1.8,GOLF GTI 1.8,"130,280","117,250","104,220"
A3,VOLKSWAGEN,GOLF GTI 2.0T,GOLF GTI 2.0T,"117,850","106,070","94,280"
A3,VOLKSWAGEN,GOLF GTI 2.0T AUT.,GOLF GTI 2.0T AUT.,"128,150","115,340","102,520"
A3,VOLKSWAGEN,GOLF GTI 2.0T DSG,GOLF GTI 2.0T DSG,"94,220","84,800","75,380"
A3,VOLKSWAGEN,GOLF GTI 2.0T DSG AUT.,GOLF GTI 2.0T DSG AUT.,"105,720","95,150","84,580"
A3,VOLKSWAGEN,GOLF GTI AT,GOLF GTI AT,"128,150","115,340","102,520"
A3,VOLKSWAGEN,GOLF GTI MT,GOLF GTI MT,"123,080","110,770","98,460"
A3,VOLKSWAGEN,GOLF GTI TURBO,GOLF GTI TURBO,"89,690","80,720","71,750"
A3,VOLKSWAGEN,GOLF HIGHLINE 2.0 AUT.,GOLF HIGHLINE 2.0 AUT.,"79,530","71,580","63,620"
A3,VOLKSWAGEN,GOLF HIGHLINE 2.0 MEC.,GOLF HIGHLINE 2.0 MEC.,"57,930","52,140","46,340"
A3,VOLKSWAGEN,GOLF HIGHLINE AUT.,GOLF HIGHLINE AUT.,"52,030","46,830","41,620"
A3,VOLKSWAGEN,GOLF HIGHLINE MEC.,GOLF HIGHLINE MEC.,"36,970","33,270","29,580"
A3,VOLKSWAGEN,GOLF MANHATTAN AUT.,GOLF MANHATTAN AUT.,"67,420","60,680","53,940"
A3,VOLKSWAGEN,GOLF MANHATTAN AUT. AC,GOLF MANHATTAN AUT. AC,"67,420","60,680","53,940"
A3,VOLKSWAGEN,GOLF MANHATTAN MEC.,GOLF MANHATTAN MEC.,"61,880","55,690","49,500"
A3,VOLKSWAGEN,GOLF MANHATTAN MEC. AC,GOLF MANHATTAN MEC. AC,"62,170","55,950","49,740"
A3,VOLKSWAGEN,GOLF STREAMLINE,GOLF STREAMLINE,"64,140","57,730","51,310"
A3,VOLKSWAGEN,GOLF STREAMLINE 1.6 MEC.,GOLF STREAMLINE 1.6 MEC.,"64,140","57,730","51,310"
A3,VOLKSWAGEN,GOLF TRENDLINE 1.6 MEC.,GOLF TRENDLINE 1.6 MEC.,"88,370","79,530","70,700"
A3,VOLKSWAGEN,GOLF TRENDLINE DSG 1.6,GOLF TRENDLINE DSG 1.6,"94,930","85,440","75,940"
A3,VOLKSWAGEN,GOLF VARIANT 2.0 AUT.,GOLF VARIANT 2.0 AUT.,"82,310","74,080","65,850"
A3,VOLKSWAGEN,GOLF VARIANT 2.0 MEC.,GOLF VARIANT 2.0 MEC.,"77,070","69,360","61,660"
A3,VOLKSWAGEN,GOLF VARIANT HIGHLINE 2.0 AUT.,GOLF VARIANT HIGHLINE 2.0 AUT.,"71,710","64,540","57,370"
A3,VOLKSWAGEN,GOLF VARIANT HIGHLINE 2.0 MEC.,GOLF VARIANT HIGHLINE 2.0 MEC.,"70,070","63,060","56,060"
A3,VOLKSWAGEN,GOLF VARIANT HIGHLINE AUT,GOLF VARIANT HIGHLINE AUT,"71,710","64,540","57,370"
A3,VOLKSWAGEN,GOLF VARIANT HIGHLINE MEC.,GOLF VARIANT HIGHLINE MEC.,"73,800","66,420","59,040"
A3,VOLKSWAGEN,JETTA,JETTA,"64,600","58,140","51,680"
A3,VOLKSWAGEN,JETTA GLI,JETTA GLI,"111,290","100,160","89,030"
A3,VOLKSWAGEN,JETTA GLI 2.0 MEC.,JETTA GLI 2.0 MEC.,"119,470","107,520","95,580"
A3,VOLKSWAGEN,JETTA GLI 2.0 TSI,JETTA GLI 2.0 TSI,"112,710","101,440","90,170"
A3,VOLKSWAGEN,JETTA GLI 2.0T,JETTA GLI 2.0T,"88,370","79,530","70,700"
A3,VOLKSWAGEN,JETTA GLI 2.0T AUT.,JETTA GLI 2.0T AUT.,"114,570","103,110","91,660"
A3,VOLKSWAGEN,JETTA GLI 2.0T DSG,JETTA GLI 2.0T DSG,"77,270","69,540","61,820"
A3,VOLKSWAGEN,JETTA GLI GP,JETTA GLI GP,"94,930","85,440","75,940"
A3,VOLKSWAGEN,JETTA GLI GP 2.0T DSG,JETTA GLI GP 2.0T DSG,"97,590","87,830","78,070"
A3,VOLKSWAGEN,JETTA GP GLI 2.0T AT DSG,JETTA GP GLI 2.0T AT DSG,"101,470","91,320","81,180"
A3,VOLKSWAGEN,JETTA GP GLI 2.0T MT,JETTA GP GLI 2.0T MT,"94,930","85,440","75,940"
A3,VOLKSWAGEN,JETTA GP TRENDLINE 2.0,JETTA GP TRENDLINE 2.0,"75,270","67,740","60,220"
A3,VOLKSWAGEN,JETTA GP TRENDLINE 2.0 AT,JETTA GP TRENDLINE 2.0 AT,"81,820","73,640","65,460"
A3,VOLKSWAGEN,JETTA HIGHLINE AT,JETTA HIGHLINE AT,"88,070","79,260","70,460"
A3,VOLKSWAGEN,JETTA HIGHLINE MT,JETTA HIGHLINE MT,"74,950","67,460","59,960"
A3,VOLKSWAGEN,JETTA TRENDLINE 2.0 AT,JETTA TRENDLINE 2.0 AT,"74,290","66,860","59,430"
A3,VOLKSWAGEN,JETTA TRENDLINE 2.0 MT,JETTA TRENDLINE 2.0 MT,"68,070","61,260","54,460"
A3,VOLKSWAGEN,NEW BEETLE GLS 2.0 AUT.,NEW BEETLE GLS 2.0 AUT.,"85,100","76,590","68,080"
A3,VOLKSWAGEN,NEW BEETLE GLS 2.0 MEC.,NEW BEETLE GLS 2.0 MEC.,"78,550","70,700","62,840"
A3,VOLKSWAGEN,PARATI MEC.,PARATI MEC.,"49,080","44,170","39,260"
A3,VOLKSWAGEN,PARATI PLUS MEC.,PARATI PLUS MEC.,"57,270","51,540","45,820"
A3,VOLKSWAGEN,PASSAT 1.8 AUT.,PASSAT 1.8 AUT.,"97,900","88,110","78,320"
A3,VOLKSWAGEN,PASSAT 1.8 MEC.,PASSAT 1.8 MEC.,"91,360","82,220","73,090"
A3,VOLKSWAGEN,PASSAT 1.8T,PASSAT 1.8T,"114,260","102,830","91,410"
A3,VOLKSWAGEN,PASSAT 1.9 TD MEC.,PASSAT 1.9 TD MEC.,"110,010","99,010","88,010"
A3,VOLKSWAGEN,PASSAT 2.0,PASSAT 2.0,"101,170","91,050","80,940"
A3,VOLKSWAGEN,PASSAT 2.0T HIGHLINE,PASSAT 2.0T HIGHLINE,"81,900","73,710","65,520"
A3,VOLKSWAGEN,PASSAT B7 18T,PASSAT B7 18T,"120,130","108,120","96,100"
A3,VOLKSWAGEN,PASSAT CC 1.8T TIP,PASSAT CC 1.8T TIP,"129,170","116,250","103,340"
A3,VOLKSWAGEN,PASSAT CC 2.0T TIP,PASSAT CC 2.0T TIP,"143,900","129,510","115,120"
A3,VOLKSWAGEN,PASSAT CC HIGHLINE 1.8T,PASSAT CC HIGHLINE 1.8T,"130,920","117,830","104,740"
A3,VOLKSWAGEN,PASSAT CC HIGHLINE 2.0T,PASSAT CC HIGHLINE 2.0T,"134,210","120,790","107,370"
A3,VOLKSWAGEN,PASSAT COMFORTLINE 2.0,PASSAT COMFORTLINE 2.0,"101,470","91,320","81,180"
A3,VOLKSWAGEN,PASSAT COMFORTLINE T 1.8 MEC.,PASSAT COMFORTLINE T 1.8 MEC.,"103,100","92,790","82,480"
A3,VOLKSWAGEN,PASSAT GLI AUT.,PASSAT GLI AUT.,"113,130","101,820","90,500"
A3,VOLKSWAGEN,PASSAT GLI MEC.,PASSAT GLI MEC.,"107,940","97,150","86,350"
A3,VOLKSWAGEN,PASSAT GLI SW AUT.,PASSAT GLI SW AUT.,"116,560","104,900","93,250"
A3,VOLKSWAGEN,PASSAT GLI SW MEC.,PASSAT GLI SW MEC.,"111,400","100,260","89,120"
A3,VOLKSWAGEN,PASSAT HIGHLINE,PASSAT HIGHLINE,"134,210","120,790","107,370"
A3,VOLKSWAGEN,PASSAT HIGHLINE 1.8 TIP,PASSAT HIGHLINE 1.8 TIP,"102,810","92,530","82,250"
A3,VOLKSWAGEN,PASSAT HIGHLINE 1.8T DSG,PASSAT HIGHLINE 1.8T DSG,"120,130","108,120","96,100"
A3,VOLKSWAGEN,PASSAT HIGHLINE 2.0,PASSAT HIGHLINE 2.0,"101,490","91,340","81,190"
A3,VOLKSWAGEN,PASSAT HIGHLINE 2.0 FSI,PASSAT HIGHLINE 2.0 FSI,"116,530","104,880","93,220"
A3,VOLKSWAGEN,PASSAT HIGHLINE 2.0 TSI DSG,PASSAT HIGHLINE 2.0 TSI DSG,"135,280","121,750","108,220"
A3,VOLKSWAGEN,PASSAT HIGHLINE 2.0 TURBO TIP,PASSAT HIGHLINE 2.0 TURBO TIP,"131,910","118,720","105,530"
A3,VOLKSWAGEN,PASSAT HIGHLINE B7,PASSAT HIGHLINE B7,"120,820","108,740","96,660"
A3,VOLKSWAGEN,PASSAT HIGHLINE TURBO 1.8 AUT.,PASSAT HIGHLINE TURBO 1.8 AUT.,"116,210","104,590","92,970"
A3,VOLKSWAGEN,PASSAT HIGHLINE TURBO 2.0,PASSAT HIGHLINE TURBO 2.0,"131,910","118,720","105,530"
A3,VOLKSWAGEN,PASSAT HIGHLINE TURBO 2.0 FSI AUT.,PASSAT HIGHLINE TURBO 2.0 FSI AUT.,"131,910","118,720","105,530"
A3,VOLKSWAGEN,PASSAT TURBO 1.8 AUT. TIPTRONIC,PASSAT TURBO 1.8 AUT. TIPTRONIC,"114,260","102,830","91,410"
A3,VOLKSWAGEN,PASSAT TURBO 1.8 MEC.,PASSAT TURBO 1.8 MEC.,"94,620","85,160","75,700"
A3,VOLKSWAGEN,PASSAT TURBO 1.8 MEC. TIPTRONIC,PASSAT TURBO 1.8 MEC. TIPTRONIC,"107,720","96,950","86,180"
A3,VOLKSWAGEN,PASSAT VARIANT 2.0 AUT.,PASSAT VARIANT 2.0 AUT.,"131,630","118,470","105,300"
A3,VOLKSWAGEN,PASSAT VARIANT COMFORTLINE 2.0 AUT.,PASSAT VARIANT COMFORTLINE 2.0 AUT.,"101,170","91,050","80,940"
A3,VOLKSWAGEN,PASSAT VARIANT HIGHLINE T 1.8 AUT.,PASSAT VARIANT HIGHLINE T 1.8 AUT.,"121,110","109,000","96,890"
A3,VOLKSWAGEN,PASSAT VARIANT T 1.8,PASSAT VARIANT T 1.8,"121,110","109,000","96,890"
A3,VOLKSWAGEN,PASSAT VARIANT TURBO 1.8 AUT.,PASSAT VARIANT TURBO 1.8 AUT.,"121,110","109,000","96,890"
A3,VOLKSWAGEN,PASSAT VARIANT TURBO 1.8 MEC.,PASSAT VARIANT TURBO 1.8 MEC.,"114,260","102,830","91,410"
A3,VOLKSWAGEN,POLO CLASSIC 100 HP MEC.,POLO CLASSIC 100 HP MEC.,"53,010","47,710","42,410"
A3,VOLKSWAGEN,POLO CLASSIC 75 HP MEC.,POLO CLASSIC 75 HP MEC.,"45,810","41,230","36,650"
A3,VOLKSWAGEN,POLO CLASSIC CONCEPTLINE MEC.,POLO CLASSIC CONCEPTLINE MEC.,"45,810","41,230","36,650"
A3,VOLKSWAGEN,POLO CLASSIC PLUS MEC.,POLO CLASSIC PLUS MEC.,"51,370","46,230","41,100"
A3,VOLKSWAGEN,POLO CLASSIC TRENDLINE AUT.,POLO CLASSIC TRENDLINE AUT.,"67,320","60,590","53,860"
A3,VOLKSWAGEN,POLO CLASSIC TRENDLINE MEC.,POLO CLASSIC TRENDLINE MEC.,"55,630","50,070","44,500"
A3,VOLKSWAGEN,POLO COMFORTLINE SEDAN,POLO COMFORTLINE SEDAN,"52,370","47,130","41,900"
A3,VOLKSWAGEN,POLO COMFORTLINE SEDAN 1.6,POLO COMFORTLINE SEDAN 1.6,"58,900","53,010","47,120"
A3,VOLKSWAGEN,POLO HATCHBACK 1.6 MEC.,POLO HATCHBACK 1.6 MEC.,"61,350","55,220","49,080"
A3,VOLKSWAGEN,POLO HATCHBACK 1.6 TIP,POLO HATCHBACK 1.6 TIP,"83,830","75,450","67,060"
A3,VOLKSWAGEN,POLO HIGHLINE,POLO HIGHLINE,"57,180","51,460","45,740"
A3,VOLKSWAGEN,POLO HIGHLINE 1.6 MEC,POLO HIGHLINE 1.6 MEC,"47,110","42,400","37,690"
A3,VOLKSWAGEN,POLO HIGHLINE 1.6 TIP,POLO HIGHLINE 1.6 TIP,"43,510","39,160","34,810"
A3,VOLKSWAGEN,POLO HIGHLINE HATCHBACK 1.6,POLO HIGHLINE HATCHBACK 1.6,"58,260","52,430","46,610"
A3,VOLKSWAGEN,POLO HIGHLINE SEDAN,POLO HIGHLINE SEDAN,"64,140","57,730","51,310"
A3,VOLKSWAGEN,POLO HIGHLINE SEDAN 1.6,POLO HIGHLINE SEDAN 1.6,"50,730","45,660","40,580"
A3,VOLKSWAGEN,POLO HIGHLINE TIP,POLO HIGHLINE TIP,"61,050","54,950","48,840"
A3,VOLKSWAGEN,POLO STREAMLINE SEDAN 1.6,POLO STREAMLINE SEDAN 1.6,"61,530","55,380","49,220"
A3,VOLKSWAGEN,POLO TRENDLINE 1.6,POLO TRENDLINE 1.6,"59,240","53,320","47,390"
A3,VOLKSWAGEN,POLO TRENDLINE 1.6 MEC,POLO TRENDLINE 1.6 MEC,"45,270","40,740","36,220"
